implementation,gpus,ranks,threads,D,T,dt,nsteps,max_time_s,l2_error,source
mpi_omp,,16,2,512,0.02,0.001,20,0.031234863,1.781989e-07,sweep_mpi_omp/rk4_mpi_omp_r16_t2_D512.csv
mpi_omp,,16,2,1024,0.02,0.001,20,0.035952655,3.185287e-06,sweep_mpi_omp/rk4_mpi_omp_r16_t2_D1024.csv
mpi_omp,,16,2,2048,0.02,0.001,20,0.042791895,2.578115e-05,sweep_mpi_omp/rk4_mpi_omp_r16_t2_D2048.csv
mpi_omp,,16,2,4096,0.02,0.001,20,0.075846292,5.926305e-05,sweep_mpi_omp/rk4_mpi_omp_r16_t2_D4096.csv
mpi_omp,,16,2,8192,0.02,0.001,20,0.263676441,6.203705e-05,sweep_mpi_omp/rk4_mpi_omp_r16_t2_D8192.csv
mpi_omp,,16,2,16384,0.02,0.001,20,1.050613165,6.203735e-05,sweep_mpi_omp/rk4_mpi_omp_r16_t2_D16384.csv
mpi_omp,,16,2,32768,0.02,0.001,20,4.177786729,19904660.0,sweep_mpi_omp/rk4_mpi_omp_r16_t2_D32768.csv
mpi_omp,,16,4,16,0.02,0.001,20,0.354278489,2.633172e-14,sweep_mpi_omp/rk4_mpi_omp_r16_t4_D16.csv
mpi_omp,,16,4,32,0.02,0.001,20,2.505897026,3.699727e-13,sweep_mpi_omp/rk4_mpi_omp_r16_t4_D32.csv
mpi_omp,,16,4,64,0.02,0.001,20,3.579220149,8.119682e-12,sweep_mpi_omp/rk4_mpi_omp_r16_t4_D64.csv
mpi_omp,,16,4,128,0.02,0.001,20,2.482228417,2.275277e-10,sweep_mpi_omp/rk4_mpi_omp_r16_t4_D128.csv
mpi_omp,,16,4,256,0.02,0.001,20,2.441937854,6.785814e-09,sweep_mpi_omp/rk4_mpi_omp_r16_t4_D256.csv
mpi_omp,,16,4,512,0.02,0.001,20,2.448295646,1.781989e-07,sweep_mpi_omp/rk4_mpi_omp_r16_t4_D512.csv
mpi_omp,,16,4,1024,0.02,0.001,20,2.445426208,3.185287e-06,sweep_mpi_omp/rk4_mpi_omp_r16_t4_D1024.csv
mpi_omp,,16,4,2048,0.02,0.001,20,1.354987026,2.578115e-05,sweep_mpi_omp/rk4_mpi_omp_r16_t4_D2048.csv
mpi_omp,,16,4,4096,0.02,0.001,20,0.054769572,5.926305e-05,sweep_mpi_omp/rk4_mpi_omp_r16_t4_D4096.csv
mpi_omp,,16,4,8192,0.02,0.001,20,0.273807902,6.203705e-05,sweep_mpi_omp/rk4_mpi_omp_r16_t4_D8192.csv
mpi_omp,,16,4,16384,0.02,0.001,20,0.601675705,6.203735e-05,sweep_mpi_omp/rk4_mpi_omp_r16_t4_D16384.csv
mpi_omp,,16,4,32768,0.02,0.001,20,2.36241076,19904660.0,sweep_mpi_omp/rk4_mpi_omp_r16_t4_D32768.csv
